bottleneck_dir,shoes-primary-color-white,shoes-primary-color-beige,shoes-primary-color-black,shoes-primary-color-brown,shoes-primary-color-grey,shoes-primary-color-blue,shoes-primary-color-navy,shoes-primary-color-teal,shoes-primary-color-green,shoes-primary-color-olive,shoes-primary-color-pink,shoes-primary-color-red,shoes-primary-color-maroon,shoes-primary-color-purple,shoes-primary-color-orange,shoes-primary-color-yellow,shoes-secondary-color-white,shoes-secondary-color-beige,shoes-secondary-color-black,shoes-secondary-color-brown,shoes-secondary-color-grey,shoes-secondary-color-blue,shoes-secondary-color-navy,shoes-secondary-color-teal,shoes-secondary-color-green,shoes-secondary-color-olive,shoes-secondary-color-pink,shoes-secondary-color-red,shoes-secondary-color-maroon,shoes-secondary-color-purple,shoes-secondary-color-orange,shoes-secondary-color-yellow,shoes-secondary-color-none,shoes-type-boat/loafer,shoes-type-boots,shoes-type-sneakers,shoes-type-sport,shoes-type-sandals,shoes-type-dress-shoes,shoes-type-casual-shoes,shoes-others-toe-cap,shoes-others-gum-sole,shoes-others-with-logo,shoes-others-high-cut,shoes-materials-leather,shoes-materials-canvas,shoes-materials-suede,shoes-materials-rubber
bottlenecks/Clean clothes/Shoes/shoes162.jpg.txt,0.001193122,0.001571563,0.928319633,0.019133924,0.027860353,0.001456983,0.007254707,0.000302388,0.000567553,0.001017758,0.000846701,0.001642095,0.008376888,0.000228299,2.69E-05,0.000201179,0.045239329,0.006628104,0.091894113,0.063665018,0.009537649,0.00343212,0.006227501,0.000187792,0.000375171,0.00019245,0.000299364,0.00347188,0.020143626,0.000330696,0.001412312,0.00183788,0.745125055,0.017453605,0.010315687,0.029052205,0.005296079,0.000569635,0.919816494,0.017496247,0.069548011,0.010190405,0.042729601,0.269107729,0.887737691,0.027893398,0.105105311,0.001222225
bottlenecks/Clean clothes/Shoes/shoes193.jpg.txt,0.071997151,0.393287033,0.072268441,0.272012949,0.13853924,0.00586068,0.019925252,0.000593385,0.002347127,0.012616164,0.005356298,0.002001894,0.000632833,0.000372983,0.001602158,0.000586337,0.099434041,0.048461665,0.045705982,0.154594734,0.013994598,0.011376001,0.010471745,0.004328851,0.009053345,0.002606466,0.000200664,0.001742695,0.000382115,2.61E-05,0.000555075,0.002480763,0.594585121,0.00141451,0.110150456,0.186814964,0.009086602,0.023693651,0.157782167,0.511057615,0.03444266,0.013573681,0.146100387,0.185706139,0.710433841,0.0638877,0.167416632,0.00389323
bottlenecks/Clean clothes/Shoes/shoes975.jpg.txt,0.002922573,0.000752858,0.977563441,0.000661799,0.007604923,0.000733713,0.004466842,0.000373303,0.000606445,0.000307766,0.000562735,0.001696455,0.000371523,0.001316864,4.37E-05,1.50E-05,0.285012752,0.007072032,0.076673135,0.011706408,0.001652423,0.00437349,0.005254193,1.16E-05,0.000949068,6.45E-06,0.000443896,0.002870326,0.000618531,7.41E-05,8.06E-06,0.001449228,0.601824284,0.002702271,0.184535697,0.607848764,0.13934049,0.000985045,0.027799368,0.036788434,0.098889932,0.003428959,0.406552047,0.870567918,0.119739905,0.104382649,0.449271232,0.000415475
bottlenecks/Clean clothes/Shoes/shoes1689.jpg.txt,0.040384948,0.037648384,0.025737083,0.068573438,0.102322333,0.034240425,0.013303732,0.012551066,0.044271689,0.462828547,0.009058788,0.013441674,0.02454894,0.003349436,0.008807568,0.098932013,0.3426691,0.032035328,0.041715551,0.011228433,0.45364666,0.026657639,0.021360805,0.000927638,0.002641359,0.000399798,0.000646389,0.036172263,0.001586444,0.000199715,0.002174667,0.002629477,0.023308775,3.23E-05,0.000963853,0.974067867,0.022570014,0.000373152,0.000288121,0.001704788,0.028008558,0.046906721,0.855053484,0.057093959,0.15799427,0.033098292,0.243697554,0.001118146
bottlenecks/Clean clothes/Shoes/shoes302.jpg.txt,0.059098274,0.016859964,0.167521805,0.177328393,0.168830469,0.010533315,0.263701439,0.024219336,0.011810062,0.039741013,0.029273994,0.017355772,0.007844427,0.002623365,0.002353011,0.000905386,0.398738056,0.023808485,0.026488926,0.09158349,0.014341138,0.001867842,0.001518562,0.000010974,0.002768619,0.00052466,0.000376738,0.009171639,0.001048361,2.46E-05,1.28E-05,0.008046653,0.419668466,0.060847107,0.006947225,0.510225356,0.019688807,0.035377219,0.007710994,0.359203279,0.070715264,0.027861713,0.168788776,0.09786129,0.070206732,0.095197715,0.719365835,0.008405638
bottlenecks/Clean clothes/Shoes/shoes2063.jpg.txt,0.003148143,0.004343085,0.857986629,0.057604902,0.050185207,0.003448081,0.012117282,0.000334171,0.000636713,0.00193404,0.001247412,0.004538586,0.001551446,0.000648773,7.47E-05,0.000200883,0.014590629,0.001169048,0.100200728,0.039480507,0.005957753,0.004973874,0.008080617,2.57E-05,0.00020677,3.37E-05,6.22E-05,0.004730277,0.000900606,0.000164708,0.00080146,0.001271901,0.817349494,0.001130426,0.080331601,0.039772328,0.001145605,0.000341879,0.854289174,0.022988943,0.037822623,0.021708518,0.022942938,0.628059447,0.940612376,0.031036019,0.111658879,0.000525435
bottlenecks/Clean clothes/Shoes/shoes455.jpg.txt,0.014654568,0.012634094,0.194650367,0.060412593,0.113948107,0.060363673,0.491446704,0.003118277,0.009134704,0.005595697,0.006805587,0.009568956,0.010585764,0.002503182,0.003519249,0.001058546,0.444830686,0.075722531,0.049787987,0.108160548,0.012616818,0.005659172,0.006379846,7.18E-05,0.001397149,0.000818417,0.000711465,0.007369804,0.000791324,0.000192572,0.002527302,0.00521797,0.277744561,0.029131318,0.001866942,0.643311501,0.033914004,0.020469096,0.107910894,0.163396224,0.01931081,0.030706842,0.268720746,0.038447078,0.132246092,0.198505476,0.424452007,0.005756072
bottlenecks/Clean clothes/Shoes/shoes789.jpg.txt,0.001801873,0.008425584,0.241359815,0.199298978,0.098957323,0.005682088,0.01621677,0.000882218,0.003275203,0.091678239,0.015380757,0.006485134,0.29099077,0.013489812,0.002720412,0.003355021,0.028604286,0.004917267,0.202371329,0.205570385,0.009267024,0.003473787,0.00943007,1.42E-05,0.008187305,6.65E-05,0.000105293,0.001985767,0.00446355,0.002004756,0.000481228,0.002117159,0.516940177,0.000192451,0.963268042,0.002590848,0.001374947,0.000367174,0.023030901,0.009175667,0.013533263,0.004833702,0.016786087,0.983525276,0.514951229,0.014086343,0.413372397,0.000360002
bottlenecks/Clean clothes/Shoes/shoes1393.jpg.txt,0.000583323,0.000255454,0.981796324,0.000926683,0.006811849,0.000235887,0.006887499,0.000112848,0.000475184,0.000919517,0.000596437,9.63E-05,0.000168405,3.64E-05,6.89E-05,2.89E-05,0.301764101,0.021479145,0.020635497,0.005894282,0.032808747,0.00311636,0.004677079,0.000525864,0.001031826,0.000477703,0.00184062,0.000683375,0.000421594,0.00058934,4.67E-06,0.008380077,0.595669687,0.004215492,0.005052344,0.271513045,0.681609392,0.023362784,0.009888383,0.004358553,0.077014767,0.007294596,0.551921904,0.063496821,0.10894718,0.397141099,0.042640951,0.014624711
bottlenecks/Clean clothes/Shoes/shoes134.jpg.txt,0.000518608,0.00220828,0.26492247,0.224148706,0.006406182,0.000702547,0.002547473,0.000201127,0.000304841,0.001094097,0.001277782,0.010028895,0.483382195,0.001344391,0.00016613,0.000746291,0.023393955,0.004956107,0.161990419,0.078877419,0.002143268,0.00062501,0.004237243,0.000504447,0.000203357,0.00046332,0.000111498,0.000143313,0.039239496,6.19E-05,8.29E-05,0.001624254,0.681342065,0.726047695,8.60E-05,0.002838601,0.002102213,0.000963529,0.261178076,0.00678384,0.010351579,0.007438618,0.042292841,0.015340839,0.904940188,0.019722285,0.120787069,0.002312151
bottlenecks/Clean clothes/Shoes/shoes1563.jpg.txt,0.002106699,0.001371879,0.809996963,0.011429581,0.062931024,0.015450237,0.085165545,0.000699882,0.001039396,0.00518807,0.000665286,0.000679028,0.002713027,7.12E-05,0.000152619,0.000339498,0.323854089,0.041578505,0.099907272,0.070678517,0.015323486,0.009603417,0.069334455,0.001686082,0.000701388,0.000119396,0.000740555,0.00170289,0.004888739,0.000293031,0.004704695,0.00325222,0.351631254,0.014103996,0.01439311,0.844666362,0.035645783,0.001385949,0.040819809,0.048984963,0.0884832,0.0519959,0.238349184,0.059170116,0.694762647,0.12624155,0.154165268,0.001132149
bottlenecks/Clean clothes/Shoes/shoes1685.jpg.txt,0.003537865,0.008342469,0.000432279,0.00098188,0.027497297,0.907753646,0.026388317,0.007891579,0.007635138,0.001071864,0.000561998,0.003505166,0.001720071,0.000096875,0.001482944,0.001100702,0.78471446,0.016326245,0.006577301,0.02004534,0.001991999,0.079751253,0.036847003,0.002979977,0.02398001,8.39E-06,0.000309438,0.000465542,0.001241674,1.31E-06,1.91E-05,0.000895606,0.023845216,1.30E-05,0.000574491,0.787926018,0.206597179,0.001702787,0.000107759,0.003078674,0.028268719,0.642808259,0.894913614,0.070150927,0.012125201,0.209501222,0.867888391,0.003453377
bottlenecks/Clean clothes/Shoes/shoes1949.jpg.txt,0.008509433,0.007782555,0.589462698,0.084879428,0.036663223,0.063385762,0.130474806,0.008290146,0.004190889,0.006645538,0.001315785,0.020759368,0.035421707,0.000464913,0.000125417,0.001628315,0.036855552,0.004177787,0.10608197,0.105111629,0.002561587,0.003162795,0.008154156,8.52E-05,0.000239105,0.000110415,0.000109547,0.001145305,0.007588211,2.17E-05,0.001867601,0.001990047,0.720737398,0.013689376,0.000731984,0.067752823,0.001956379,0.000195173,0.903208613,0.012465562,0.033389501,0.029571161,0.081331253,0.017323321,0.930072665,0.041308284,0.108234458,0.001003882
bottlenecks/Clean clothes/Shoes/shoes376.jpg.txt,0.501033306,0.008547209,0.31553033,0.00780912,0.085125834,0.006796548,0.032297198,0.023625812,0.00365589,0.000562718,0.005802396,0.00316289,0.002355136,0.003164253,9.13E-05,0.000439986,0.330625951,0.012686203,0.286271781,0.006937412,0.007890751,0.010015462,0.036353581,0.000109029,0.01251104,0.000550603,0.002417926,0.015405605,0.000199098,0.00004909,3.88E-05,0.004162784,0.273774922,0.00854382,0.006792976,0.714035213,0.125225738,0.052182492,0.019107359,0.074112438,0.097758606,0.002441066,0.473946571,0.017510714,0.181235969,0.208814561,0.022731973,0.026617268
bottlenecks/Clean clothes/Shoes/shoes1391.jpg.txt,0.036008865,0.120155871,0.07609766,0.023937734,0.127461448,0.022589669,0.067977592,0.024218554,0.206597805,0.223516852,0.004459725,0.019033978,0.024708154,0.00102167,0.004847054,0.017367339,0.565847039,0.026861606,0.040190276,0.044076506,0.027376995,0.010181448,0.008841979,0.002022176,0.001665095,0.000275052,0.000210845,0.010326418,0.002178268,0.000457948,0.135521889,0.004394363,0.119572066,3.87E-05,0.00138936,0.984001517,0.01283782,0.000139461,0.000462208,0.001130887,0.019948788,0.098532729,0.807782352,0.044521298,0.270356566,0.115385182,0.615823925,0.000174957
bottlenecks/Clean clothes/Shoes/shoes978.jpg.txt,0.184585676,0.007593769,0.004581391,0.011668384,0.732175529,0.002058448,0.009047819,0.002852302,0.012357495,0.011397038,0.004504715,0.008604695,0.003964887,3.71E-05,0.000908215,0.003662625,0.804330587,0.01290213,0.020371581,0.001569194,0.032946158,0.010053461,0.052632127,0.003187542,0.003167576,0.000217004,8.82E-05,0.013843741,0.001257605,3.64E-05,0.000148659,0.001080032,0.042167906,0.000162154,0.006989849,0.797415614,0.189536005,0.003732619,0.000169069,0.001994764,0.118667692,0.01553959,0.925786793,0.457157195,0.04423989,0.073353082,0.581506074,0.005224458
bottlenecks/Clean clothes/Shoes/shoes2059.jpg.txt,0.002717843,0.002418916,0.908222854,0.033503097,0.026646571,0.0015997,0.01920384,0.000202501,0.000726848,0.000791867,0.001324739,0.000760466,0.001026521,0.000457951,0.000284535,0.000111631,0.060952008,0.002249397,0.105043046,0.262320519,0.011406609,0.008222293,0.008103862,5.56E-05,0.00067596,0.000239698,0.000557259,0.002179857,0.001160764,0.000316292,0.000268281,0.003617235,0.532631338,0.002299571,0.074964076,0.058377516,0.005141797,0.000454733,0.841518998,0.017243341,0.037342526,0.034241211,0.050529327,0.2836743,0.953100264,0.111698784,0.146971777,0.001190102
bottlenecks/Clean clothes/Shoes/shoes1482.jpg.txt,0.012652636,0.003630325,0.586439967,0.008234846,0.211821854,0.035024323,0.087219507,0.003825325,0.010139264,0.009129307,0.001461377,0.002628808,0.026427373,0.000309389,0.00046344,0.000592249,0.603449285,0.01805694,0.017243458,0.033550169,0.005511356,0.001322195,0.022239039,0.001043829,0.000358988,1.70E-05,0.000407745,0.003837398,0.011484869,0.00120836,0.005780215,0.001371824,0.273117483,0.001745916,0.003163966,0.853359878,0.137545914,9.97E-05,0.001929067,0.002155622,0.050462667,0.052430037,0.77704376,0.229734749,0.344149441,0.062858947,0.340251178,0.000142639
bottlenecks/Clean clothes/Shoes/shoes1268.jpg.txt,0.020237187,0.686535001,0.012557609,0.146606326,0.034467895,0.014069097,0.015258945,0.000627943,0.003484996,0.016280742,0.004047668,0.015012386,0.013264086,0.000199388,0.014738331,0.002612473,0.068419419,0.102447532,0.140709683,0.177337393,0.021553904,0.004410986,0.034485795,0.002865351,0.001398719,0.000873557,0.000141812,0.004690988,0.001116983,0.000244218,0.217028067,0.009806963,0.212468624,0.003590591,0.049586125,0.694439828,0.013097158,0.004216266,0.119090751,0.115979321,0.030878382,0.099200919,0.118544616,0.128440082,0.818412304,0.070434265,0.183911026,0.000931775
bottlenecks/Clean clothes/Shoes/shoes277.jpg.txt,0.002645996,0.020076228,0.69815886,0.211236507,0.0350697,0.00408319,0.011627495,0.000205798,0.001055176,0.004252694,0.001658039,0.003664713,0.003204367,0.000640153,0.00179723,0.00062388,0.015289576,0.001953614,0.15405713,0.198733896,0.002888389,0.010856424,0.00540476,0.000082346,0.000610637,0.000130532,3.98E-05,0.000664836,0.001304296,0.000116095,0.000256155,0.00122673,0.606384873,0.000733586,0.118332073,0.01514168,0.002240076,0.000450585,0.836666882,0.026435034,0.01371154,0.006456922,0.040362142,0.527749658,0.959107816,0.016777307,0.05984699,0.000960286
bottlenecks/Clean clothes/Shoes/shoes1933.jpg.txt,0.430746019,0.035480619,0.112784468,0.171205252,0.061728045,0.008461593,0.019437956,0.007466379,0.003613081,0.018362412,0.002950121,0.061785135,0.044501588,0.00141052,0.001241617,0.018825213,0.052143566,0.004094355,0.071720354,0.625311792,0.005900277,0.005967441,0.004076645,4.34E-05,0.008141412,0.00013057,3.91E-05,0.001189211,0.000392194,0.000027339,2.55E-05,0.001371655,0.219425216,0.000654372,0.641236842,0.044544734,0.009519094,0.003398618,0.112120293,0.188526064,0.022639986,0.002008999,0.046599984,0.679454565,0.392754436,0.024824327,0.217274487,0.000786056
bottlenecks/Clean clothes/Shoes/shoes170.jpg.txt,0.001008548,0.000664301,0.954664588,0.001889939,0.023291098,0.001934286,0.009968426,0.000178158,0.00032103,0.000924484,0.001024357,0.001619436,0.002223809,0.000225306,6.96E-06,5.53E-05,0.140380845,0.011361305,0.045663804,0.036785305,0.012594738,0.005989494,0.006969586,9.77E-05,0.000854673,0.00067869,0.000252974,0.002479758,0.012653357,0.00022782,0.000201975,0.002475074,0.72033298,0.034621727,0.006116258,0.147834912,0.023165463,0.003205234,0.716993153,0.068063237,0.037233573,0.00628672,0.103124917,0.099913642,0.645997107,0.076693811,0.168640658,0.002038616
bottlenecks/Clean clothes/Shoes/shoes538.jpg.txt,0.001321233,0.032136295,0.078038454,0.794411779,0.028324468,0.003392834,0.00837865,0.000406984,0.002677334,0.011105191,0.011231232,0.003096903,0.006044618,0.00345319,0.015102715,0.000878069,0.010768753,0.04977097,0.365663111,0.034854457,0.024706166,0.008280543,0.009005602,9.21E-05,0.000893168,0.000279232,0.000167563,0.000533499,0.000714455,0.004219948,0.005084779,0.002089181,0.48287639,0.000171114,0.975050032,0.001256911,0.000189844,0.000132219,0.008845343,0.014354521,0.017530315,0.028236467,0.032409966,0.946056902,0.494732857,0.020840246,0.463559032,0.001131595
bottlenecks/Clean clothes/Shoes/shoes935.jpg.txt,0.16925928,0.100593664,0.140689746,0.135321915,0.056492321,0.035863373,0.215978622,0.002650443,0.016893972,0.004225297,0.027306452,0.077484392,0.014409728,0.002054816,0.000221043,0.000554966,0.470442027,0.00678283,0.067122318,0.145079255,0.00529053,0.01369952,0.007961109,0.000114339,0.002714963,0.000510968,0.002007347,0.037660815,0.000890577,7.45E-06,0.00000073,0.017823489,0.221891716,0.006483536,0.004383906,0.306215823,0.022183433,0.254288137,0.01153724,0.394907892,0.015422714,0.004269579,0.035101723,0.040047351,0.189563692,0.098632664,0.431318432,0.088470317
bottlenecks/Clean clothes/Shoes/shoes181.jpg.txt,0.000441371,0.001600315,0.961992443,0.017279029,0.007619637,0.000366092,0.007511389,2.76E-05,0.000139436,0.000766451,0.000263986,0.000332573,0.001524173,3.69E-05,4.88E-05,4.97E-05,0.022749726,0.000567726,0.036800653,0.047693942,0.004733647,0.001581511,0.005292727,7.45E-06,0.000311639,3.91E-05,4.46E-05,0.001816668,0.000491788,2.03E-05,0.000270872,0.001344777,0.876232803,0.000719155,0.085546196,0.062789738,0.003433196,0.00050304,0.813170493,0.033838209,0.016360674,0.017570727,0.030105133,0.516184866,0.816755951,0.040745262,0.230249643,0.000234767
bottlenecks/Clean clothes/Shoes/shoes247.jpg.txt,0.002726927,0.03099123,0.178120241,0.418459982,0.020879202,0.009452146,0.010094926,0.001374338,0.004096967,0.036617998,0.003598366,0.150992259,0.121760786,0.00356169,0.005497275,0.00177571,0.048123624,0.02822301,0.230095848,0.376048505,0.018270433,0.004321158,0.029522879,0.00055384,0.000741003,0.000677592,0.000237031,0.001678603,0.002921916,0.001096815,0.009734944,0.00432857,0.243424267,0.011911832,0.082798213,0.072643489,0.009934477,0.002439915,0.71594882,0.104323171,0.013641344,0.017603895,0.071723744,0.335359454,0.821583867,0.033633981,0.17697905,0.000608427
bottlenecks/Clean clothes/Shoes/shoes1475.jpg.txt,0.000591439,0.005648925,0.162978828,0.142187685,0.194565594,0.00287831,0.011671061,0.001246211,0.004079823,0.465802014,0.002684533,0.00094442,0.003487614,0.000321619,0.000546254,0.000365638,0.445766032,0.018220807,0.064562216,0.032307379,0.041782774,0.00179037,0.020017238,0.000420183,0.000387993,0.002061009,0.000917728,0.001910341,0.00058549,0.000156558,0.000207487,0.007767853,0.361138493,0.051657237,0.005537501,0.797857702,0.023775181,0.033600368,0.013510694,0.074061319,0.026998883,0.156897083,0.163081855,0.075094305,0.223528937,0.072459549,0.569667876,0.027448433
bottlenecks/Clean clothes/Shoes/shoes2082.jpg.txt,0.005358123,0.038368627,0.179128513,0.644880593,0.027547853,0.023108183,0.019560587,0.0043298,0.004560232,0.006274134,0.004198935,0.014736729,0.021933425,0.002938751,0.002378984,0.000696573,0.063984364,0.048683804,0.157805666,0.057016742,0.008698368,0.009082898,0.027253423,0.001492367,0.001415053,0.000658133,0.000447313,0.001361338,0.004288278,0.000323476,0.002611664,0.005085735,0.609791398,0.064275771,0.021750921,0.149380177,0.008974102,0.003739208,0.446391285,0.305488586,0.04907269,0.019604484,0.08744587,0.04620637,0.817951202,0.037504334,0.154072642,0.005270868
bottlenecks/Clean clothes/Shoes/shoes1885.jpg.txt,0.004192523,0.026981112,0.280651957,0.176168382,0.223312393,0.023805307,0.153246775,0.008170157,0.007649616,0.056558672,0.004960157,0.007067998,0.019514037,0.000874169,0.004161577,0.002685229,0.162250802,0.032143802,0.085676365,0.267920762,0.07416743,0.006330919,0.020055272,0.000475974,0.001340342,0.002294342,0.000448878,0.001077886,0.002092971,0.00017949,0.003507611,0.008142299,0.331894845,0.206237048,0.007088824,0.273279905,0.013962267,0.006601766,0.019884247,0.472945839,0.013783945,0.034864292,0.16984801,0.059738416,0.080859244,0.114893466,0.62902838,0.003613703
bottlenecks/Clean clothes/Shoes/shoes53.jpg.txt,0.001636751,0.012437495,0.762879551,0.024262186,0.072997399,0.001222613,0.019503947,0.001650275,0.000823809,0.007863516,0.001706868,0.012384835,0.079748966,0.000163277,0.000146401,0.000572062,0.11465168,0.004108807,0.339491636,0.092974983,0.008503928,0.002011106,0.00776466,0.000314705,0.000342685,0.000408644,0.000116668,0.000343848,0.016749986,4.85E-05,0.001003959,0.002405413,0.408758849,0.564713061,0.001033999,0.07205236,0.005769507,0.003627176,0.323463827,0.029340055,0.013843506,0.00575419,0.067095004,0.021834809,0.849443674,0.014702479,0.155708417,0.001278438
bottlenecks/Clean clothes/Shoes/shoes1818.jpg.txt,0.003029882,0.000723008,0.925040305,0.001412111,0.027918978,0.003224394,0.028760392,0.000549851,0.00329978,0.000930554,0.001749744,0.000925884,0.001346208,0.001032938,2.31E-05,3.29E-05,0.23628509,0.013090632,0.017251192,0.035518304,0.003195252,0.002280085,0.006721265,7.54E-06,0.00068178,0.000251657,0.001754074,0.011009385,0.000664318,3.32E-05,0.000134843,0.002296879,0.668824613,0.012586855,0.000283707,0.930995762,0.034409907,0.001863364,0.009038367,0.01082202,0.062995724,0.00907979,0.441122562,0.016470116,0.40085873,0.152599037,0.151749387,0.001824011
bottlenecks/Clean clothes/Shoes/shoes1925.jpg.txt,0.003193629,0.023851998,0.029651187,0.887576103,0.013453111,0.002063846,0.020440314,0.000465197,0.001059144,0.00413158,0.001668805,0.002312529,0.006843831,0.000089406,0.002958286,0.000240995,0.086675987,0.047633871,0.025970513,0.072517514,0.004011789,0.001309573,0.006869846,0.000834075,0.001227197,0.000416467,0.000158961,0.000184013,0.011600347,5.39E-05,0.001561385,0.002437106,0.736537457,0.272297889,0.046709128,0.080783442,0.007102945,0.023350338,0.150635272,0.419120908,0.009771513,0.039489109,0.081674002,0.119894259,0.35814321,0.023727041,0.582315266,0.0053961
bottlenecks/Clean clothes/Shoes/shoes958.jpg.txt,0.882302344,0.074973613,0.000973747,0.014616744,0.006434625,0.003430965,0.004838421,0.000339685,0.00157035,0.001657509,0.00257488,0.001184602,0.000723073,0.000120781,0.003403832,0.000854842,0.088200472,0.035787437,0.014870165,0.111410968,0.032962982,0.003793184,0.040675502,0.003313338,0.016395835,0.001594744,0.000406737,0.006464526,0.000629833,1.45E-05,0.001377541,0.002543547,0.639558613,0.003075713,0.007372343,0.88234812,0.016500415,0.017054895,0.003779365,0.069869146,0.057140168,0.05729733,0.388443351,0.101280332,0.624386489,0.149689868,0.252967924,0.017877508
bottlenecks/Clean clothes/Shoes/shoes6.jpg.txt,0.018644894,0.003556243,0.772141218,0.044924531,0.026128233,0.002701422,0.093053132,0.000857549,0.002976574,0.009138716,0.012403339,0.008743225,0.001895626,0.002508905,2.46E-05,0.000301766,0.049932674,0.000946497,0.025913509,0.590583444,0.001243692,0.000803268,0.004390505,1.55E-05,0.000438859,0.000116103,0.000472703,0.00219809,0.000371689,1.49E-06,0.00000034,0.006556324,0.316015244,0.089236617,0.000954408,0.039303485,0.0283283,0.677175641,0.109479368,0.055522159,0.014488258,0.006127367,0.080824003,0.026768897,0.56272763,0.036151983,0.067915104,0.136612222
bottlenecks/Clean clothes/Shoes/shoes10.jpg.txt,0.001763358,0.002383897,0.899029315,0.023344131,0.025415691,0.004528957,0.028068448,0.000336634,0.001167895,0.004087676,0.008104751,0.001034265,0.000321403,0.000244877,2.94E-05,0.000139335,0.131592333,0.000866399,0.027455995,0.013687806,0.023295669,0.00189456,0.007320007,0.000040024,0.000306192,0.000587207,0.000264145,0.002613029,0.00035829,9.85E-06,3.18E-06,0.002907825,0.786797464,0.018886093,0.002478682,0.253875971,0.016277287,0.5757249,0.07290557,0.059851512,0.029334709,0.025316898,0.058847006,0.034763023,0.675620675,0.092718296,0.046341367,0.256355435
bottlenecks/Clean clothes/Shoes/shoes781.jpg.txt,0.000646621,0.005502921,0.905853093,0.03681998,0.018969413,0.002756483,0.003414172,0.000237894,0.000970792,0.00618654,0.004024386,0.006138586,0.005530774,0.002069993,0.000267487,0.000610798,0.007803275,0.001336608,0.08285062,0.070062123,0.009672162,0.003465724,0.011917721,5.19E-06,0.000335431,3.35E-06,4.70E-05,0.00497214,0.00071422,0.006837172,0.001856627,0.000645987,0.797474563,6.55E-06,0.994134247,0.000224121,2.96E-05,4.57E-05,0.000951264,0.004608556,0.022586875,0.006881349,0.018381966,0.989769101,0.266367495,0.020141916,0.500386179,0.00071098
bottlenecks/Clean clothes/Shoes/shoes118.jpg.txt,0.001522984,0.010389312,0.20424439,0.324028313,0.008193478,0.001901645,0.013472056,0.00085541,0.001510029,0.001652148,0.00219538,0.033905223,0.392555326,0.002288719,7.92E-05,0.001206423,0.02663853,0.008716223,0.320752978,0.053744074,0.004801632,0.002658671,0.007522988,0.0003801,0.000252763,0.001052289,0.000204429,0.000501433,0.03411381,4.58E-05,0.000293485,0.00376502,0.534555733,0.537891865,6.01E-05,0.005798375,0.00110483,0.001122317,0.434290886,0.019731674,0.006692369,0.001834387,0.050456442,0.002537628,0.887239456,0.031415951,0.138441682,0.003508461
bottlenecks/Clean clothes/Shoes/shoes843.jpg.txt,0.001973382,0.000948248,0.839497924,0.040689867,0.077006906,0.002008156,0.008877568,0.000767576,0.000955992,0.004771764,0.002864893,0.003928049,0.010796676,0.004420212,7.90E-05,0.000413838,0.043592848,0.003150382,0.081614666,0.03428597,0.007532362,0.002914618,0.010356509,7.03E-06,0.002228547,1.39E-05,0.000040484,0.007030478,0.004036816,0.000886037,0.000170342,0.001342631,0.800796449,0.000335046,0.963897586,0.002890847,0.000177992,0.000274184,0.020107335,0.012317061,0.014123794,0.006494017,0.021578109,0.943593025,0.213642329,0.036853209,0.743322074,0.001242374
bottlenecks/Clean clothes/Shoes/shoes174.jpg.txt,0.002043022,0.024170896,0.121908091,0.750593185,0.023149837,0.010665445,0.022814237,0.000764374,0.001343187,0.0099098,0.003746834,0.006276963,0.013840884,0.000680367,0.007631941,0.000460904,0.090042628,0.106609039,0.146460548,0.086676173,0.008580387,0.004339492,0.013714066,0.002946514,0.000447759,0.000513601,0.000326894,0.000442129,0.002465538,0.000460362,0.00725637,0.003828907,0.524889588,0.017405251,0.068823949,0.076477647,0.011476068,0.002429846,0.363547087,0.459840149,0.017196942,0.056400199,0.100314871,0.23558715,0.776739478,0.02900848,0.280312955,0.001301337
bottlenecks/Clean clothes/Shoes/shoes655.jpg.txt,0.00154856,0.014722469,0.308919519,0.582433403,0.025047751,0.011282403,0.007152185,0.000295262,0.000949472,0.013648716,0.004704531,0.014116197,0.008737621,0.003958174,0.000498975,0.001984697,0.029919647,0.00910876,0.236517027,0.127315849,0.012260051,0.004180909,0.01467948,5.54E-05,0.001195025,9.03E-05,6.33E-05,0.034224108,0.003478044,0.011598346,0.003594464,0.002837488,0.508881807,2.58E-05,0.990904987,0.000516064,4.26E-05,0.000149196,0.00537866,0.002982743,0.030870374,0.027347144,0.02659373,0.970934033,0.263541579,0.023952045,0.612821817,0.002046713
bottlenecks/Clean clothes/Shoes/shoes112.jpg.txt,0.00438861,0.003618066,0.44972226,0.39606756,0.028421313,0.009244549,0.051120531,0.00121027,0.000947386,0.001295589,0.000621299,0.004345124,0.047724728,0.001004129,9.46E-05,0.000174033,0.018397315,0.001830163,0.131324828,0.096922077,0.001892358,0.00090347,0.004389047,4.75E-05,3.54E-05,7.39E-05,4.08E-05,4.83E-05,0.008613094,6.41E-06,0.000129025,0.000405434,0.734940887,0.634581089,0.000331014,0.012917656,0.001548708,9.52E-05,0.338984817,0.011541414,0.015653411,0.010477413,0.04438214,0.008284799,0.519875228,0.034017392,0.478268206,0.000702663
