bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy
bottlenecks/Unlabelled Clothes/Bottoms/shorts289.jpg.txt,0.025026802,0.125826046,0.343505472,0.018966416,0.021504825,0.204192698,0.088728622,0.054197237,0.005082615,0.025028899,0.022882205,0.025489446,0.019253695,0.013419255,0.006843454,5.23E-05,0.001213195,9.93E-05,0.004273788,2.23E-05,0.000207779,0.000285032,3.65E-06,5.44E-05,1.65E-06,2.85E-06,0.000213211,0.000793198,5.08E-07,0.000279675,9.68E-05,3.39E-05,0.992418885,0.009836085,0.990163863,0.871288121,0.104954124,0.023757745,0.010197834,0.000229018,0.054585982,0.000744323,0.005323833,0.001287884,0.000943834,0.001528114,0.003060913,0.000158337,0.000798303,0.089509271,0.022975154,0.382741749,0.01679053,0.487983376,0.235619247,0.604874253,0.098966718,0.060539793
bottlenecks/Unlabelled Clothes/Bottoms/shorts337.jpg.txt,0.002557192,0.004031145,0.935397267,0.004178796,0.024716357,0.004601704,0.014364083,0.000933148,0.001781545,9.57E-05,0.004466603,0.001619004,0.000876556,0.000104759,0.000260726,1.55E-05,0.004071074,5.58E-05,0.027909836,0.000286873,0.006667329,0.000717055,5.06E-05,1.08E-05,1.62E-06,0.000169552,0.000139106,0.095398158,6.55E-07,0.000575621,0.001719984,0.000176285,0.86204958,0.009909921,0.990090013,0.091307335,0.206131935,0.702560723,0,0,0,0.002259803,0.000396165,0.001092584,0.002084248,0.00177532,0.002244404,0.000530369,0.000613385,0.001975157,0.006339612,0.03632595,0.004666288,0.950693011,0.292928755,0.451749057,0.228522331,0.026799763
bottlenecks/Unlabelled Clothes/Bottoms/shorts586.jpg.txt,0.059238426,0.010670723,0.176375583,0.011331347,0.187528446,0.058009796,0.272038132,0.044179797,0.009341851,0.048018485,0.063628264,0.019746309,0.021662183,0.010545793,0.007503447,0.000181445,0.004501456,0.000493086,0.013971385,0.000379473,0.002482165,0.000752003,7.91E-05,5.62E-05,3.12E-06,0.000106503,0.000160545,0.001114908,7.23E-06,0.00107825,0.001664097,0.000259423,0.972891152,0.009947721,0.990052283,0.753733277,0.19559221,0.050674513,0.007315358,0.000944101,0.073917538,0.007323364,0.018778982,0.009707037,0.009989152,0.003213101,0.018106826,0.000840224,0.002207435,0.021880137,0.008329574,0.801737487,0.026089186,0.141963705,0.093032204,0.476161301,0.421306193,0.009500339
bottlenecks/Unlabelled Clothes/Bottoms/shorts273.jpg.txt,0.067477971,0.118773028,0.092646308,0.078068823,0.073715627,0.058439851,0.022707356,0.107842296,0.0181663,0.02246994,0.181085318,0.018303437,0.114485979,0.012398907,0.013334307,8.45E-05,0.122250326,0.001280595,0.006369913,0.000852128,0.001711653,0.000334504,8.71E-05,2.78E-05,9.74E-06,0.000336826,0.005958499,0.003288687,1.08E-05,0.003468388,0.000296254,0.000349193,0.853367508,0.009973439,0.990026593,0.719394743,0.217928648,0.062676601,0.008761351,0.001377792,0.073947586,0.002375425,0.00899605,0.00310673,0.017991142,0.002589429,0.027990162,0.005043401,0.003143522,0.035366673,0.014885613,0.676490068,0.01618948,0.257068157,0.115048736,0.609875679,0.268877626,0.006197814
bottlenecks/Clean clothes/Bottoms/shorts89.jpg.txt,0.0107656,0.012220262,0.52698499,0.037850957,0.202667058,0.023080206,0.128858194,0.009391733,0.003757983,0.012427782,0.00306302,0.00136866,0.00941139,0.01509565,0.002925779,0.000130635,0.007230012,0.000600692,0.006352298,0.002565581,0.010924189,0.001202384,7.97E-05,2.99E-05,1.25E-05,0.000975856,0.000335742,0.006797751,1.14E-06,0.000951728,0.002029979,0.000522556,0.959387958,0.009990198,0.990009725,0.459340781,0.452776909,0.087882362,0.008065352,0.003813379,0.033916481,0.00156379,0.001461525,0.000285792,0.001269122,0.001450058,0.00907979,0.000340505,0.000966795,0.008517033,0.007429982,0.361212522,0.007486902,0.615353584,0.00910869,0.698669314,0.283406049,0.008815942
bottlenecks/Clean clothes/Bottoms/shorts209.jpg.txt,0.398189545,0.06038513,0.052189298,0.05952489,0.107784085,0.114717566,0.096332319,0.035721097,0.010981738,0.028574836,0.008264274,0.002491473,0.014087953,0.003817792,0.006501508,0.000436347,0.003626675,0.001353057,0.003436029,0.000426668,0.00083396,0.000280364,1.15E-05,0.000184257,3.70E-06,0.000102818,0.001325975,0.001288702,8.44E-06,0.001680088,0.00013227,0.000456947,0.984848559,0.010060966,0.989939034,0.657773078,0.233436555,0.108790435,0.023278182,0.003605891,0.076762773,0.001015712,0.004079416,0.00276266,0.003316312,0.002382603,0.014627576,0.001575853,0.000666547,0.00760548,0.018421715,0.86924392,0.002630908,0.102097936,0.057120863,0.821549773,0.105363503,0.015965873
bottlenecks/Clean clothes/Bottoms/shorts268.jpg.txt,0.007130088,0.569935083,0.008502334,0.252898544,0.024012961,0.028620089,0.021613611,0.003031127,0.01201178,0.010928403,0.018584892,0.004284246,0.008214327,0.008828568,0.020402068,0.001001908,0.007465859,0.004030899,0.000703059,0.001973345,0.003208663,0.004871341,0.001503306,0.000366214,4.34E-05,0.001565418,0.001679529,0.003279574,2.71E-05,0.001748869,0.000285364,0.00075769,0.966490388,0.010072365,0.98992759,0.395744175,0.465893447,0.138362378,0,0,0,0.012138955,0.007288343,0.004009726,0.01503534,0.009502071,0.02530586,0.013649233,0.003043612,0.003541915,0.004657798,0.812400222,0.009787382,0.169612676,0.040217992,0.914700568,0.03800514,0.007076355
bottlenecks/Unlabelled Clothes/Bottoms/shorts259.jpg.txt,0.006710573,0.043985553,0.071560331,0.039423864,0.088091381,0.528448701,0.115910165,0.057110626,0.00809289,0.006099104,0.015807137,0.002356641,0.010877775,0.002978834,0.002476861,6.96E-05,0.003348156,0.000210255,0.005959365,0.000633792,0.001321206,0.000845911,0.00012852,0.000204863,5.50E-06,0.000220113,0.002484603,0.000687533,1.00E-05,0.000590932,0.000146885,0.000492895,0.982709408,0.010094678,0.989905298,0.808224618,0.117950618,0.073824704,0.051885564,0.004705712,0.178711161,0.001112329,0.001417652,0.002733808,0.00613087,0.006086054,0.00547854,0.000631052,0.001888467,0.021108214,0.005753175,0.399075449,0.000789843,0.573273361,0.146268636,0.640481293,0.190594047,0.022656068
bottlenecks/Unlabelled Clothes/Bottoms/shorts350.jpg.txt,0.014697714,0.033155959,0.321053028,0.013087992,0.038594708,0.215608567,0.191509679,0.076669574,0.001611899,0.003462165,0.033988372,0.007338828,0.02101502,0.00863805,0.019393068,0.00017546,0.02049849,0.001108268,0.014183517,0.011766141,0.063957825,0.002528315,0.000562251,0.00050507,9.13E-05,0.003195535,0.003495736,0.023956161,2.85E-05,0.00226904,0.002043002,0.001684689,0.848126233,0.010102029,0.989897966,0.164554894,0.550563932,0.284881234,0,0,0,0.002506954,0.001639486,0.003112174,0.011219973,0.010250581,0.028921986,0.001033048,0.007118004,0.032915007,0.01454967,0.350330621,0.01832729,0.583877444,0.017309269,0.772668541,0.168657035,0.041365191
bottlenecks/Clean clothes/Bottoms/shorts153.jpg.txt,0.001513624,0.003259597,0.886924565,0.002684952,0.028205657,0.009110199,0.030238947,0.000325144,0.002520413,0.006967851,0.004610787,0.005876632,0.010980999,0.002049549,0.003838761,0.000892356,0.011201755,0.000410637,0.004807609,0.000896254,0.001803984,0.003520203,0.000486795,0.000109032,2.04E-05,0.001633593,0.000679189,0.007726148,2.88E-05,0.002010474,0.005027889,0.000236201,0.959401012,0.010202233,0.989797711,0.39509669,0.397623986,0.20727928,0,0,0,0.009179897,0.003135091,0.00188207,0.009264328,0.002897928,0.012830613,0.002276236,0.004997931,0.006180449,0.014011149,0.125269815,0.012421657,0.842116952,0.068597965,0.703204036,0.212762803,0.015435138
bottlenecks/Clean clothes/Bottoms/shorts377.jpg.txt,0.002238209,0.089373,0.573089957,0.003162128,0.089252681,0.002308274,0.003656493,0.013189417,0.001148303,0.15965867,0.003486037,0.000185732,0.001439676,0.057695273,0.000102766,1.34E-05,0.000931258,0.00072385,0.004599594,0.000657204,0.0141097,0.000263449,6.96E-05,5.16E-05,9.55E-05,0.000304814,0.000143435,0.004329781,4.97E-06,0.000300605,0.002065144,7.76E-05,0.971271753,0.010328075,0.989671946,0.087723061,0.890384615,0.021892296,0,0,0,0.002858656,0.001136127,0.000449119,0.005065751,0.002710881,0.000583146,0.000832419,0.001695726,0.183710292,0.037811413,0.518511653,0.008852645,0.25111407,0.035242029,0.786688328,0.126822799,0.051246848
bottlenecks/Unlabelled Clothes/Bottoms/shorts503.jpg.txt,0.086964943,0.083442688,0.228900448,0.038767807,0.007667396,0.22970596,0.058598835,0.065716147,0.003683599,0.024698773,0.084145077,0.006585613,0.054561246,0.005290567,0.020767601,0.000503197,0.033569507,0.000296596,0.001740008,0.000728154,0.002761166,0.000812677,6.04E-05,8.99E-05,0.000005623,0.000370556,0.004565816,0.004486021,4.31E-06,0.002438124,0.000188756,0.000176662,0.947705746,0.010403556,0.989596427,0.524520516,0.442566752,0.032912787,0.006846044,0.002411899,0.052799262,0.002607833,0.00078034,0.001728186,0.004874969,0.006277733,0.028127749,0.002041549,0.008619548,0.027587043,0.027728824,0.545911431,0.009857473,0.38891533,0.067021765,0.626226008,0.294282973,0.012469279
bottlenecks/Unlabelled Clothes/Bottoms/shorts362.jpg.txt,0.038585004,0.02035757,0.330038041,0.01876574,0.050718691,0.195460379,0.089512378,0.100951694,0.002623251,0.007144322,0.057947472,0.03340555,0.02572434,0.015443513,0.013143991,0.000178133,0.002690077,0.000286494,0.001101392,0.000102204,0.00115191,0.000666231,0.000021314,8.49E-05,2.12E-06,6.86E-05,0.000323893,0.001012481,6.57E-06,0.000305018,0.000251531,0.000138163,0.991787136,0.010438617,0.989561379,0.613376558,0.209403381,0.177220076,0.014753593,0.00322566,0.134248793,0.002467451,0.005696409,0.003898009,0.021445055,0.003075342,0.015806088,0.000828096,0.001148618,0.019426981,0.007131068,0.429999203,0.006335201,0.537107527,0.06071192,0.591364801,0.265239567,0.082683727
bottlenecks/Clean clothes/Bottoms/shorts57.jpg.txt,0.000661313,0.000651561,0.909416735,0.000167352,0.013548782,0.001627282,0.044198412,0.005327963,0.000622142,0.000682157,0.002521112,0.002275391,0.016014384,0.000941434,0.000872437,0.000471653,0.002207774,2.99E-05,0.006069485,7.74E-05,0.00051816,0.00001796,3.49E-05,0.000022102,9.06E-07,5.46E-06,4.27E-05,0.000272891,2.50E-06,4.50E-05,0.000443526,1.77E-05,0.990191579,0.010477891,0.98952204,0.406665027,0.430775881,0.162559092,0,0,0,0.000718779,0.00021058,0.000872019,0.002077469,0.00047319,0.000381727,0.000476514,0.000366025,0.064484634,0.009220097,0.175142407,0.011859112,0.739293754,0.340235472,0.523148477,0.038972832,0.097643271
bottlenecks/Unlabelled Clothes/Bottoms/shorts147.jpg.txt,0.003586212,0.116286844,0.384420216,0.010128017,0.226051122,0.022285378,0.085878059,0.017255088,0.00204652,0.123607412,0.000843906,0.000127635,0.001392667,0.004811544,0.000736305,0.000543137,0.002834931,8.90E-05,0.019028083,0.000953084,0.019148182,0.000602135,1.88E-05,0.000272134,2.27E-05,0.000429723,0.000221272,0.00331672,2.19E-06,0.001953703,0.002371759,0.00021685,0.948518753,0.010575706,0.989424288,0.245278463,0.676233947,0.078487568,0,0,0,0.005274322,0.003769102,0.001226523,0.007812366,0.003951095,0.004362689,0.000623281,0.000591658,0.081024863,0.01464432,0.123939142,0.001736319,0.77865535,0.020385068,0.591740131,0.368171483,0.019703317
bottlenecks/Unlabelled Clothes/Bottoms/shorts46.jpg.txt,0.12153881,0.027190486,0.027002208,0.016944591,0.019328183,0.315077394,0.025901694,0.196699545,0.0013367,0.003348453,0.104860723,0.041743603,0.073057249,0.007368036,0.018263284,0.000339092,0.022385629,0.001503915,0.00626934,0.000614459,0.00203279,0.000553212,8.92E-05,0.000257749,7.59E-06,0.000249853,0.006704764,0.002152197,3.96E-05,0.003262732,0.001010116,0.000583833,0.952282906,0.010580538,0.98941946,0.687068701,0.24060531,0.072325952,0.006837736,0.002065982,0.107658565,0.004115321,0.004216617,0.003173852,0.022401897,0.007621859,0.055807866,0.008580158,0.007134988,0.029964156,0.022308653,0.488961279,0.010971707,0.447794288,0.201779977,0.534219503,0.227557972,0.036442634
bottlenecks/Clean clothes/Bottoms/shorts44.jpg.txt,0.040108588,0.05195307,0.35654211,0.009188085,0.031794809,0.031137215,0.065656237,0.002468597,0.00300094,0.006321399,0.014560146,0.337299824,0.026555767,0.00358649,0.016856635,0.002970102,0.040992681,0.001174717,0.017152056,0.006958844,0.006305961,0.016296258,7.17E-05,0.000251227,5.42E-05,0.00214243,0.004926653,0.005782167,1.45E-05,0.002188227,0.016669823,0.000206446,0.878812134,0.010582989,0.989417017,0.300240994,0.27293852,0.426820457,0,0,0,0.007913904,0.008063464,0.002945975,0.008713312,0.003847378,0.051937487,0.002305984,0.00262639,0.006087504,0.008438309,0.489646882,0.013419163,0.482408106,0.054999985,0.803822517,0.12461555,0.01656197
bottlenecks/Clean clothes/Bottoms/shorts294.jpg.txt,0.01817991,0.017224554,0.061733231,0.034140561,0.400538266,0.188160002,0.155829266,0.011056732,0.009029562,0.037951123,0.001857285,0.002547543,0.007316711,0.042131119,0.005149135,0.007154984,0.000479532,0.000392725,0.000726686,0.000431793,0.0008604,0.000259608,1.20E-05,0.000218309,1.64E-05,0.000106923,3.86E-05,0.000887966,2.36E-06,0.000261818,0.000395919,0.00029107,0.994617879,0.010611336,0.989388645,0.588341415,0.246552631,0.165106013,0.008421061,0.003747521,0.061695546,0.006122972,0.002890301,0.001798877,0.002044963,0.001338651,0.003118652,0.001272193,0.001026029,0.006798641,0.006706435,0.458619773,0.004073995,0.523801208,0.015428861,0.857812285,0.11783535,0.008923546
bottlenecks/Unlabelled Clothes/Bottoms/shorts71.jpg.txt,0.0063028,0.002113562,0.747368336,0.000977765,0.011056979,0.00480985,0.035340443,0.001668782,0.003612386,0.006660291,0.061516311,0.017311052,0.089810908,0.002181951,0.008513703,0.000754901,0.002311165,0.000129314,0.003601904,0.000233441,0.000629116,0.000393267,6.42E-05,9.59E-06,4.80E-06,3.66E-05,5.35E-05,0.001971186,2.04E-06,0.000159961,0.000518758,7.47E-05,0.989806473,0.01061749,0.989382505,0.454727739,0.493764281,0.051508024,0,0,0,0.008114152,0.005195317,0.000704889,0.010959929,0.00390733,0.004792742,0.001260349,0.002644128,0.002405286,0.013995294,0.618171752,0.040690411,0.32473731,0.3307513,0.507154405,0.109688342,0.052405957
bottlenecks/Clean clothes/Bottoms/shorts178.jpg.txt,0.007516149,0.834509492,0.007232026,0.032456759,0.076811522,0.003471545,0.001045709,0.008674869,0.003178661,0.007025924,0.004749739,0.000264303,0.010618961,0.00024784,0.002194075,2.54E-06,0.016504927,0.005143062,0.01315811,0.00084856,0.003717459,0.000403181,0.000326946,6.20E-05,1.27E-05,0.000431952,0.001383627,0.018470595,1.43E-06,0.020452932,0.000204206,0.001779087,0.917099178,0.010620447,0.989379585,0.396207154,0.183458805,0.420334041,0,0,0,0.00075933,0.00302472,0.005721077,0.012910266,0.003219753,0.002365275,0.000238526,0.00037279,0.089830153,0.002550661,0.845732093,0.040357277,0.021529829,0.017874962,0.848654628,0.122357786,0.011112637
bottlenecks/Clean clothes/Bottoms/shorts361.jpg.txt,0.00199325,0.561558723,0.023680257,0.009478292,0.020622701,0.038064592,0.010967439,0.015548952,0.001427068,0.183897242,0.002179139,0.001800546,0.00237941,0.125760555,0.000597759,4.41E-05,0.000318502,0.0001589,0.000313379,6.99E-05,0.000145589,9.16E-05,1.85E-06,9.95E-06,2.61E-06,1.04E-05,1.24E-05,9.78E-05,8.50E-07,6.79E-05,0.000403995,4.30E-06,0.998290002,0.010651104,0.989348888,0.568947017,0.306980103,0.12407282,0.012542729,0.00049294,0.123189777,0.002952311,0.000960082,0.003973606,0.006559279,0.002634572,0.000933614,0.000196264,0.000462958,0.071340896,0.004230076,0.684887826,0.015047288,0.22449401,0.030622121,0.71913594,0.223279506,0.026962506
bottlenecks/Unlabelled Clothes/Bottoms/shorts276.jpg.txt,0.178389177,0.043903727,0.268194199,0.005947271,0.023946751,0.12166515,0.078790493,0.012629452,0.006743134,0.013158396,0.041171037,0.015969455,0.123701625,0.026499014,0.038571186,0.000719949,0.00940246,0.00034204,0.012177472,0.002038864,0.02684178,0.004304745,0.000222876,0.000106469,0.000035926,0.000228991,0.000815248,0.004856123,1.21E-05,0.002301603,0.002149836,0.000251009,0.933912575,0.010661148,0.989338815,0.487016618,0.439518154,0.073465146,0.014627295,0.006066888,0.113133006,0.009957545,0.016864376,0.002031799,0.01281278,0.009993595,0.044874147,0.009044202,0.010884314,0.028616048,0.011820369,0.217581272,0.013922605,0.728059709,0.091731362,0.508358181,0.38041991,0.019490613
bottlenecks/Unlabelled Clothes/Bottoms/shorts123.jpg.txt,0.082075477,0.010684114,0.419008702,0.035813488,0.035142355,0.077260077,0.053786919,0.020203017,0.002779674,0.003442263,0.07258264,0.070152618,0.052702174,0.02363644,0.04070396,2.60E-05,0.025322098,0.001093636,0.020139784,0.000203419,0.004287801,0.00023217,0.00014013,9.83E-05,4.98E-06,0.000212914,0.00965502,0.008088307,8.22E-06,0.001322791,0.000999989,0.000375829,0.927814663,0.010749726,0.989250302,0.297095865,0.454392195,0.248511925,0,0,0,0.001244114,0.00254333,0.003807036,0.004732812,0.0071587,0.041987967,0.001036822,0.002186564,0.00516306,0.017614361,0.51703769,0.00321483,0.456970006,0.063358754,0.744316459,0.147469521,0.044855267
bottlenecks/Clean clothes/Bottoms/shorts248.jpg.txt,0.013603635,0.005194619,0.496116936,0.010927867,0.023702204,0.013435022,0.112855874,0.006570688,0.00257877,0.003691044,0.017857526,0.121374577,0.1343292,0.005665381,0.031496577,0.000599972,0.02280231,0.000271192,0.002234045,0.001101316,0.004414929,0.005040132,0.000210724,5.62E-05,2.45E-05,0.000221701,0.000332581,0.005024693,1.74E-05,0.00071763,0.003097515,4.40E-05,0.954389036,0.010809654,0.98919034,0.449158162,0.345216721,0.205625072,0.004015606,0.01080728,0.036500651,0.002916375,0.003836156,0.002484651,0.013578286,0.006973414,0.052734379,0.001741562,0.009148008,0.005267186,0.019558055,0.443599731,0.019762745,0.511812329,0.056526456,0.697934687,0.200474069,0.045064785
bottlenecks/Unlabelled Clothes/Bottoms/shorts397.jpg.txt,0.094792314,0.021815615,0.148312032,0.019423796,0.14209415,0.092707217,0.168117955,0.067500576,0.013302015,0.014451282,0.072830506,0.020621847,0.097653948,0.004664631,0.020901885,0.00081021,0.009356574,0.00035777,0.001254159,0.000480646,0.000708243,0.000374246,0.000262729,4.90E-05,0.000009449,7.29E-05,0.001941406,0.001245696,3.13E-06,0.00068621,0.000171469,0.000397503,0.982628942,0.01081755,0.989182413,0.620585382,0.274876684,0.104537986,0.013069824,0.002095155,0.075655654,0.005942742,0.012168709,0.009197061,0.005538184,0.005025078,0.028386308,0.00503957,0.002361691,0.013661595,0.007813931,0.569689214,0.023184761,0.385650426,0.04042998,0.901322842,0.049763583,0.00848358
bottlenecks/Clean clothes/Bottoms/shorts371.jpg.txt,0.005599713,0.016593376,0.865810633,0.00700065,0.006376183,0.011343417,0.001891668,0.03369844,0.001512357,0.018899947,0.008567353,0.003452997,0.00899161,0.008054487,0.002198772,8.37E-06,0.005537226,0.000291823,0.001051808,9.92E-05,0.001263697,0.000048272,0.000054027,1.16E-05,1.52E-06,1.30E-05,6.62E-05,0.000216685,6.94E-07,4.00E-05,0.000100503,0.00000636,0.991197348,0.010899259,0.989100754,0.728302479,0.206433848,0.065263666,0.013395565,0.00043855,0.009132595,0.000270001,0.000595047,0.000433702,0.005644413,0.001045662,0.001395042,0.000129585,0.00033266,0.262526184,0.015055722,0.321643829,0.036106065,0.36466822,0.094325632,0.707073152,0.173567385,0.025033813
bottlenecks/Unlabelled Clothes/Bottoms/shorts49.jpg.txt,0.01835854,0.022780767,0.322962761,0.030395232,0.052165851,0.112132333,0.023931131,0.047862086,0.009546847,0.007539171,0.190528169,0.071232259,0.059498906,0.002113723,0.02891016,4.20E-05,0.011229896,0.000375779,0.003666553,0.000399957,0.001027384,0.000113834,0.000153224,2.74E-05,3.02E-06,3.36E-05,0.001191633,0.000840531,1.75E-06,0.00018689,0.000214737,0.000142601,0.980391264,0.010954534,0.989045501,0.845302999,0.115443781,0.039253201,0.00434783,0.000765738,0.104899183,0.001922433,0.002700939,0.003204193,0.005896748,0.001771012,0.007264501,0.001505756,0.001864528,0.009749807,0.002930599,0.64606595,0.007557707,0.333695978,0.043770693,0.69742769,0.243608356,0.015193262
bottlenecks/Unlabelled Clothes/Bottoms/shorts484.jpg.txt,0.023603205,0.015908873,0.687157512,0.00387665,0.017199993,0.010204984,0.087641664,0.007322368,0.000951186,0.026902994,0.012790742,0.022097249,0.053168479,0.018390417,0.012190889,0.000592849,0.001141234,0.000169779,0.000899558,0.000268358,0.001957999,0.000367371,0.00000852,1.07E-05,1.44E-05,9.47E-05,4.48E-05,0.000232378,1.23E-06,0.000248256,0.000712992,3.10E-05,0.993796825,0.011083244,0.988916755,0.206788927,0.743916035,0.049295086,0,0,0,0.002585317,0.003641765,0.001201397,0.009156686,0.007799183,0.009306385,0.001156067,0.006070697,0.005921069,0.049890805,0.382204592,0.080226421,0.481757045,0.047442317,0.4667916,0.401124418,0.084641695
bottlenecks/Unlabelled Clothes/Bottoms/shorts486.jpg.txt,0.056906443,0.092355862,0.027206836,0.028381866,0.047217835,0.466035545,0.060273681,0.077979542,0.010852574,0.014784886,0.033249836,0.012679847,0.051533725,0.014474005,0.006003878,6.36E-05,0.002031217,0.000314686,0.006973748,0.000236564,0.000663678,0.000247699,2.30E-05,4.34E-05,1.09E-05,9.31E-05,0.001385521,0.002320005,7.98E-06,0.000839075,0.000280783,0.000159045,0.984369636,0.011166126,0.988833845,0.642520011,0.298990518,0.058489475,0.023497148,0.001417125,0.176212043,0.002679781,0.003067914,0.001860389,0.0047601,0.001547823,0.010333793,0.002576173,0.003992303,0.044077531,0.013501765,0.717419684,0.00518086,0.219820231,0.073455498,0.675890505,0.236411125,0.014242973
bottlenecks/Unlabelled Clothes/Bottoms/shorts193.jpg.txt,0.009503636,0.011716659,0.138591111,0.04482631,0.067948528,0.144828245,0.085116059,0.199877948,0.005162412,0.003217933,0.079522938,0.07079903,0.116365388,0.003722382,0.018769652,3.18E-05,0.001192349,9.75E-05,9.88E-05,1.44E-05,0.000231859,1.21E-05,1.90E-05,2.09E-06,2.08E-07,3.72E-06,2.61E-05,0.000131742,2.60E-07,2.74E-05,1.28E-05,6.77E-05,0.998061836,0.011211426,0.988788545,0.773119867,0.178107262,0.048772868,0.003181168,0.00028356,0.069881462,0.000871993,0.001353748,0.0007887,0.008661996,0.000827991,0.004259132,0.00168036,0.00099485,0.001601127,0.004587521,0.608446121,0.011005595,0.374359608,0.07444641,0.676949084,0.24064213,0.007962371
bottlenecks/Unlabelled Clothes/Bottoms/shorts34.jpg.txt,0.000905652,0.000725514,0.3018094,0.001437164,0.00774561,0.013534148,0.3046875,0.005897367,0.005799078,0.006532003,0.007059302,0.246673346,0.083727092,0.001526286,0.011644512,0.000296061,0.005061396,0.000256432,0.00171356,8.91E-05,0.00021663,0.000128718,3.15E-05,1.71E-05,2.18E-06,0.000140612,0.000330231,0.000738761,4.86E-06,0.000107157,0.000143813,3.38E-05,0.990984201,0.011218215,0.98878175,0.722314775,0.240522474,0.037162699,0.007001991,0.00054529,0.064808168,0.00390952,0.001811653,0.001792239,0.015401209,0.000449076,0.015020363,0.003297209,0.005662499,0.002329065,0.004424179,0.702147722,0.045166928,0.245932162,0.123252675,0.543684423,0.320768356,0.012294614
bottlenecks/Unlabelled Clothes/Bottoms/shorts485.jpg.txt,0.031456672,0.028702974,0.460140854,0.016042421,0.029131301,0.109674327,0.071240328,0.046096858,0.008988137,0.036212504,0.070575707,0.013742411,0.039498936,0.005538076,0.032650817,0.000307678,0.00583346,0.000418559,0.004044068,0.000422371,0.003236277,0.001509292,0.000309922,9.25E-05,0.000007231,9.00E-05,0.001278884,0.001763975,2.50E-05,0.001071621,0.00094978,0.000118378,0.978828728,0.011276946,0.98872304,0.752696753,0.198248386,0.049054939,0.010209112,0.003907723,0.076400198,0.005790911,0.004127232,0.006715507,0.026588379,0.002561055,0.016159914,0.002024588,0.004047566,0.056913082,0.003577458,0.202694193,0.02403413,0.712781072,0.026454786,0.634165108,0.323594034,0.015786
bottlenecks/Unlabelled Clothes/Bottoms/shorts91.jpg.txt,0.014183711,0.008625805,0.561942935,0.003230329,0.046444461,0.052451458,0.231868729,0.04946674,0.000235758,0.001319602,0.011430485,0.006043184,0.009464992,0.001603678,0.001678812,9.34E-06,0.001457483,0.000040753,0.001820659,2.98E-05,0.001477223,0.000166732,3.11E-05,1.02E-05,1.10E-06,5.79E-05,0.00039047,0.000595533,0.000004157,7.76E-05,0.000156357,4.14E-05,0.993641436,0.011283668,0.988716245,0.551207006,0.321195036,0.127597913,0.017652448,0.003185928,0.078323364,0.000522873,0.001565232,0.00117315,0.015143907,0.002462367,0.004887349,0.000557109,0.001523835,0.002994035,0.011161079,0.073479042,0.003458173,0.908907652,0.117336281,0.705037653,0.106000766,0.071625203
bottlenecks/Unlabelled Clothes/Bottoms/shorts443.jpg.txt,0.008742324,0.007308931,0.486789286,0.004946352,0.070228078,0.077288672,0.131430328,0.090024948,0.00254175,0.006541573,0.028935766,0.025182506,0.027357113,0.024006145,0.008566437,0.000109861,0.000183222,0.000425235,0.000688232,0.000088915,0.000815232,6.02E-05,3.08E-05,6.99E-06,1.11E-06,1.49E-05,1.31E-05,0.000319267,0.000001121,5.79E-05,0.000161062,5.44E-05,0.9970783,0.011458573,0.988541365,0.76880455,0.180331692,0.050863724,0.020135947,0.000894581,0.067808166,0.00144791,0.002260555,0.000424184,0.001417353,0.003596464,0.002878226,0.000385753,0.000563386,0.010778226,0.005754151,0.741830051,0.017447194,0.224190429,0.082914054,0.768598676,0.13409625,0.014390986
